point_id,label,crop_name,doy_3,doy_6,doy_9
P0116,0,非耕地,-0.6479,-0.6594,-0.6864
P0117,0,非耕地,-0.4949,-0.5017,-0.5049
P0118,0,非耕地,-0.5458,-0.5533,-0.5533
P0119,0,非耕地,-0.5813,-0.7259,-0.8544
P0120,0,非耕地,-0.4654,-0.5098,-0.5347
P0121,0,非耕地,-0.05,-0.05,-0.05
P0122,0,非耕地,-0.4733,-0.4814,-0.4839
P0123,0,非耕地,-0.05,-0.05,-0.05
P0124,0,非耕地,-0.05,-0.05,-0.05
P0125,0,非耕地,-0.6552,-0.7778,-0.8
P0126,0,非耕地,-0.7797,-0.7948,-0.8059
P0127,0,非耕地,-0.8378,-0.8125,-0.7419
P0128,0,非耕地,-0.7071,-0.8125,-0.9404
P0129,0,非耕地,-0.9867,-1.0,-1.0
P0130,0,非耕地,-0.5695,-0.5853,-0.6087
P0131,0,非耕地,-0.05,-0.05,-0.05
P0132,0,非耕地,-0.4834,-0.4812,-0.4823
P0133,0,非耕地,-0.9231,-1.0,-0.7692
P0134,0,非耕地,-0.5532,-0.5691,-0.5849
P0135,0,非耕地,-0.5,-0.7447,-0.617
P0136,0,非耕地,-0.7931,-0.8065,-0.7857
P0137,0,非耕地,-0.05,-0.05,-0.05
P0138,0,非耕地,-0.9538,-0.9145,-0.8692
P0139,0,非耕地,-0.3899,-0.4662,-0.5095
P0140,0,非耕地,-0.9672,-0.9259,-0.8667
P0141,0,非耕地,-0.3912,-0.3709,-0.3617
P0142,0,非耕地,-0.95,-1.0,-1.0
P0143,0,非耕地,-0.9783,-0.956,-0.8049
P0144,0,非耕地,-0.2039,-0.0919,-0.05
P0145,0,非耕地,-0.539,-0.5205,-0.519
P0146,0,非耕地,-0.92,-0.6444,-0.6818
P0147,0,非耕地,-0.9603,-0.9481,-0.815
P0148,0,非耕地,-0.9924,-0.9404,-0.8981
P0149,0,非耕地,-0.7143,-0.6216,-0.6
P0150,0,非耕地,-0.1364,-0.6316,-1.0
P0151,0,非耕地,-0.4776,-0.4831,-0.483
P0152,0,非耕地,-0.6919,-0.7055,-0.7131
P0153,0,非耕地,-0.4093,-0.4234,-0.4357
P0154,0,非耕地,-0.05,-0.05,-0.05
P0155,0,非耕地,-0.5882,-0.6386,-0.6854
P0156,0,非耕地,-0.6042,-0.6521,-0.6798
P0157,0,非耕地,-0.6418,-0.5854,-0.6
P0158,0,非耕地,-0.05,-0.05,-0.05
P0159,0,非耕地,-0.4934,-0.5287,-0.5579
P0160,0,非耕地,-0.9544,-0.9427,-0.9216
P0161,0,非耕地,-0.3566,-0.3951,-0.4339
P0162,0,非耕地,-0.6528,-0.6667,-0.7041
P0163,0,非耕地,-0.05,-0.05,-0.05
P0164,0,非耕地,-0.993,-0.9724,-0.9432
P0165,0,非耕地,-0.9807,-0.9341,-0.8871
P0166,0,非耕地,-0.9915,-0.9905,-0.9766
P0167,0,非耕地,-0.05,-0.05,-0.05
P0168,0,非耕地,-0.4416,-0.445,-0.446
P0169,0,非耕地,-0.1331,-0.0714,-0.05
P0170,0,非耕地,-0.4577,-0.5239,-0.5638
P0171,0,非耕地,-0.05,-0.05,-0.05
P0172,0,非耕地,-0.05,-0.05,-0.05
P0173,0,非耕地,-0.5747,-0.5945,-0.608
P0174,0,非耕地,-0.05,-0.05,-0.05
P0175,0,非耕地,-0.3879,-0.3905,-0.3887
P0176,0,非耕地,-0.6148,-0.6405,-0.6778
P0177,0,非耕地,-0.7066,-0.7109,-0.6921
P0178,0,非耕地,-0.05,-0.05,-0.05
P0179,0,非耕地,-0.4154,-0.4211,-0.4286
P0180,0,非耕地,-0.5028,-0.5157,-0.5223
P0181,0,非耕地,-0.7676,-0.7786,-0.7143
P0182,0,非耕地,-0.1885,-0.299,-0.374
P0183,0,非耕地,-0.641,-0.5814,-0.5789
P0184,0,非耕地,-0.2275,-0.1768,-0.1018
P0185,0,非耕地,-0.9727,-0.9387,-0.9163
P0186,0,非耕地,-0.9922,-0.9561,-0.9324
P0187,0,非耕地,-0.613,-0.5912,-0.6101
P0188,0,非耕地,-0.7326,-0.8133,-0.8412
P0189,0,非耕地,-0.7114,-0.7125,-0.7713
P0190,0,非耕地,-0.9936,-0.9719,-0.9624
P0191,0,非耕地,-0.9927,-0.9839,-0.9552
P0192,0,非耕地,-0.6069,-0.6031,-0.6094
P0193,0,非耕地,-0.6113,-0.6189,-0.6319
P0194,0,非耕地,-0.4775,-0.478,-0.4768
P0195,0,非耕地,-0.4603,-0.5275,-0.5649
P0196,0,非耕地,-0.1345,-0.0847,-0.05
P0197,0,非耕地,-0.4797,-0.4591,-0.4558
P0198,0,非耕地,-0.6843,-0.6571,-0.6577
P0199,0,非耕地,-0.9778,-0.9731,-0.9278
P0200,0,非耕地,-0.5579,-0.5611,-0.5626
P0201,0,非耕地,0.12,0.12,0.12
P0202,0,非耕地,0.12,0.12,0.12
P0203,0,非耕地,0.12,0.12,0.12
P0204,0,非耕地,0.12,0.12,0.12
P0205,0,非耕地,0.12,0.12,0.12
P0206,0,非耕地,0.12,0.12,0.12
P0207,0,非耕地,0.12,0.12,0.12
P0208,0,非耕地,0.12,0.12,0.12
P0209,0,非耕地,0.12,0.12,0.12
P0210,0,非耕地,0.12,0.12,0.12
P0211,0,非耕地,0.12,0.12,0.12
P0212,0,非耕地,0.12,0.12,0.12
P0213,0,非耕地,0.12,0.12,0.12
P0214,0,非耕地,0.12,0.12,0.12
P0215,0,非耕地,0.12,0.12,0.12
P0216,0,非耕地,0.12,0.12,0.12
P0217,0,非耕地,0.12,0.12,0.12
P0218,0,非耕地,0.12,0.12,0.12
P0219,0,非耕地,0.12,0.12,0.12
P0220,0,非耕地,0.12,0.12,0.12
P0221,0,非耕地,0.12,0.12,0.12
P0222,0,非耕地,0.12,0.12,0.12
P0223,0,非耕地,0.12,0.12,0.12
P0224,0,非耕地,0.12,0.12,0.12
P0225,0,非耕地,0.12,0.12,0.12
P0226,0,非耕地,0.12,0.12,0.12
P0227,0,非耕地,0.12,0.12,0.12
P0228,0,非耕地,0.12,0.12,0.12
P0229,0,非耕地,0.12,0.12,0.12
P0230,0,非耕地,0.12,0.12,0.12
P0231,0,非耕地,0.12,0.12,0.12
P0232,0,非耕地,0.12,0.12,0.12
P0233,0,非耕地,0.12,0.12,0.12
P0234,0,非耕地,0.12,0.12,0.12
P0235,0,非耕地,0.12,0.12,0.12
P0236,0,非耕地,0.12,0.12,0.12
P0237,0,非耕地,0.12,0.12,0.12
P0238,0,非耕地,0.12,0.12,0.12
P0239,0,非耕地,0.12,0.12,0.12
P0240,0,非耕地,0.12,0.12,0.12
P0241,0,非耕地,0.12,0.12,0.12
P0242,0,非耕地,0.12,0.12,0.12
P0243,0,非耕地,0.12,0.12,0.12
P0244,0,非耕地,0.12,0.12,0.12
P0245,0,非耕地,0.12,0.12,0.12
P0246,0,非耕地,0.12,0.12,0.12
P0247,0,非耕地,0.12,0.12,0.12
P0248,0,非耕地,0.12,0.12,0.12
P0249,0,非耕地,0.12,0.12,0.12
P0250,0,非耕地,0.12,0.12,0.12
P0251,0,非耕地,0.12,0.12,0.12
P0252,0,非耕地,0.12,0.12,0.12
P0253,0,非耕地,0.12,0.12,0.12
P0254,0,非耕地,0.12,0.12,0.12
P0255,0,非耕地,0.12,0.12,0.12
P0256,0,非耕地,-0.05,-0.05,-0.05
P0257,0,非耕地,0.12,0.12,0.12
P0258,0,非耕地,0.12,0.12,0.12
P0259,0,非耕地,0.12,0.12,0.12
P0260,0,非耕地,0.12,0.12,0.12
P0261,0,非耕地,0.12,0.12,0.12
P0262,0,非耕地,0.12,0.12,0.12
P0263,0,非耕地,0.12,0.12,0.12
P0264,0,非耕地,0.12,0.12,0.12
P0265,0,非耕地,0.12,0.12,0.12
P0266,0,非耕地,0.12,0.12,0.12
P0267,0,非耕地,0.12,0.12,0.12
P0268,0,非耕地,0.12,0.12,0.12
P0269,0,非耕地,0.12,0.12,0.12
P0270,0,非耕地,0.12,0.12,0.12
P0271,0,非耕地,0.12,0.12,0.12
P0272,0,非耕地,0.12,0.12,0.12
P0273,0,非耕地,0.12,0.12,0.12
P0274,0,非耕地,0.12,0.12,0.12
P0275,0,非耕地,0.12,0.12,0.12
P0276,0,非耕地,0.12,0.12,0.12
P0277,0,非耕地,0.12,0.12,0.12
P0278,0,非耕地,0.12,0.12,0.12
P0279,0,非耕地,0.12,0.12,0.12
P0280,0,非耕地,0.12,0.12,0.12
P0281,0,非耕地,0.12,0.12,0.12
P0282,0,非耕地,0.12,0.12,0.12
P0283,0,非耕地,0.12,0.12,0.12
P0284,0,非耕地,0.12,0.12,0.12
P0285,0,非耕地,0.12,0.12,0.12
P0286,0,非耕地,0.12,0.12,0.12
P0287,0,非耕地,0.12,0.12,0.12
P0288,0,非耕地,0.12,0.12,0.12
P0289,0,非耕地,0.12,0.12,0.12
P0290,0,非耕地,0.12,0.12,0.12
P0291,0,非耕地,0.12,0.12,0.12
P0292,0,非耕地,0.12,0.12,0.12
P0293,0,非耕地,0.12,0.12,0.12
P0294,0,非耕地,0.12,0.12,0.12
P0295,0,非耕地,0.12,0.12,0.12
P0296,0,非耕地,0.12,0.12,0.12
P0297,0,非耕地,0.12,0.12,0.12
P0298,0,非耕地,0.12,0.12,0.12
P0299,0,非耕地,0.12,0.12,0.12
P0300,0,非耕地,0.12,0.12,0.12
P0301,0,非耕地,0.12,0.12,0.12
P0302,0,非耕地,0.12,0.12,0.12
P0303,0,非耕地,0.12,0.12,0.12
P0304,0,非耕地,0.12,0.12,0.12
P0305,0,非耕地,0.12,0.12,0.12
P0306,0,非耕地,0.12,0.12,0.12
P0307,0,非耕地,0.12,0.12,0.12
P0308,0,非耕地,0.12,0.12,0.12
P0309,0,非耕地,0.12,0.12,0.12
P0310,0,非耕地,0.12,0.12,0.12
P0311,0,非耕地,0.12,0.12,0.12
P0312,0,非耕地,0.12,0.12,0.12
P0313,0,非耕地,0.12,0.12,0.12
P0314,0,非耕地,0.12,0.12,0.12
P0315,0,非耕地,0.12,0.12,0.12
P0316,0,非耕地,0.12,0.12,0.12
P0317,0,非耕地,0.12,0.12,0.12
P0318,0,非耕地,0.12,0.12,0.12
P0319,0,非耕地,0.12,0.12,0.12
P0320,0,非耕地,0.12,0.12,0.12
P0321,0,非耕地,0.12,0.12,0.12
P0322,0,非耕地,0.12,0.12,0.12
P0323,0,非耕地,0.12,0.12,0.12
P0324,0,非耕地,0.12,0.12,0.12
P0325,0,非耕地,0.12,0.12,0.12
P0326,0,非耕地,0.12,0.12,0.12
P0327,0,非耕地,0.12,0.12,0.12
P0328,0,非耕地,0.12,0.12,0.12
P0329,0,非耕地,0.12,0.12,0.12
P0330,0,非耕地,0.12,0.12,0.12
P0331,0,非耕地,0.12,0.12,0.12
P0332,0,非耕地,0.12,0.12,0.12
P0333,0,非耕地,0.12,0.12,0.12
P0334,0,非耕地,0.12,0.12,0.12
P0335,0,非耕地,0.12,0.12,0.12
P0336,0,非耕地,0.12,0.12,0.12
P0337,0,非耕地,0.12,0.12,0.12
P0338,0,非耕地,0.12,0.12,0.12
P0339,0,非耕地,0.12,0.12,0.12
P0340,0,非耕地,0.12,0.12,0.12
P0341,0,非耕地,0.12,0.12,0.12
P0342,0,非耕地,0.12,0.12,0.12
P0343,0,非耕地,0.12,0.12,0.12
P0344,0,非耕地,0.12,0.12,0.12
P0345,0,非耕地,0.12,0.12,0.12
P0346,0,非耕地,0.12,0.12,0.12
P0347,0,非耕地,0.12,0.12,0.12
P0348,0,非耕地,0.12,0.12,0.12
P0349,0,非耕地,0.12,0.12,0.12
P0350,0,非耕地,0.12,0.12,0.12
P0351,0,非耕地,0.12,0.12,0.12
P0352,0,非耕地,0.12,0.12,0.12
P0353,0,非耕地,0.12,0.12,0.12
P0354,0,非耕地,0.12,0.12,0.12
P0355,0,非耕地,0.12,0.12,0.12
P0356,0,非耕地,0.12,0.12,0.12
P0357,0,非耕地,0.12,0.12,0.12
P0358,0,非耕地,0.12,0.12,0.12
P0359,0,非耕地,0.12,0.12,0.12
P0360,0,非耕地,0.12,0.12,0.12
P0361,0,非耕地,0.12,0.12,0.12
P0362,0,非耕地,0.12,0.12,0.12
P0363,0,非耕地,0.12,0.12,0.12
P0364,0,非耕地,0.12,0.12,0.12
P0365,0,非耕地,0.12,0.12,0.12
P0366,0,非耕地,0.12,0.12,0.12
P0367,0,非耕地,0.12,0.12,0.12
P0368,0,非耕地,0.12,0.12,0.12
P0369,0,非耕地,0.12,0.12,0.12
P0370,0,非耕地,0.12,0.12,0.12
P0371,0,非耕地,0.12,0.12,0.12
P0372,0,非耕地,0.12,0.12,0.12
P0373,0,非耕地,0.12,0.12,0.12
P0374,0,非耕地,0.12,0.12,0.12
P0375,0,非耕地,0.12,0.12,0.12
P0376,0,非耕地,0.12,0.12,0.12
P0377,0,非耕地,0.12,0.12,0.12
P0378,0,非耕地,0.12,0.12,0.12
P0379,0,非耕地,0.12,0.12,0.12
P0380,0,非耕地,0.12,0.12,0.12
P0381,0,非耕地,0.12,0.12,0.12
P0382,0,非耕地,0.12,0.12,0.12
P0383,0,非耕地,0.12,0.12,0.12
P0384,0,非耕地,0.12,0.12,0.12
P0385,0,非耕地,0.12,0.12,0.12
P0386,0,非耕地,0.12,0.12,0.12
P0387,0,非耕地,0.12,0.12,0.12
P0388,0,非耕地,0.12,0.12,0.12
P0389,0,非耕地,0.12,0.12,0.12
P0390,0,非耕地,0.12,0.12,0.12
P0391,0,非耕地,0.12,0.12,0.12
P0392,0,非耕地,0.12,0.12,0.12
P0393,0,非耕地,0.12,0.12,0.12
P0394,0,非耕地,0.12,0.12,0.12
P0395,0,非耕地,0.12,0.12,0.12
P0396,0,非耕地,0.12,0.12,0.12
P0397,0,非耕地,0.12,0.12,0.12
P0398,0,非耕地,0.12,0.12,0.12
P0399,0,非耕地,0.12,0.12,0.12
P0400,0,非耕地,0.12,0.12,0.12
P0401,0,非耕地,0.12,0.12,0.12
P0402,0,非耕地,0.12,0.12,0.12
P0403,0,非耕地,0.12,0.12,0.12
P0404,0,非耕地,0.12,0.12,0.12
P0405,0,非耕地,0.12,0.12,0.12
P0406,0,非耕地,0.12,0.12,0.12
P0407,0,非耕地,0.12,0.12,0.12
P0408,0,非耕地,0.12,0.12,0.12
P0409,0,非耕地,0.12,0.12,0.12
P0410,0,非耕地,0.12,0.12,0.12
P0411,0,非耕地,0.12,0.12,0.12
P0412,0,非耕地,0.12,0.12,0.12
P0413,0,非耕地,0.12,0.12,0.12
P0414,0,非耕地,0.12,0.12,0.12
P0415,0,非耕地,0.12,0.12,0.12
P0416,0,非耕地,0.12,0.12,0.12
P0417,0,非耕地,0.12,0.12,0.12
P0418,0,非耕地,0.12,0.12,0.12
P0419,0,非耕地,0.12,0.12,0.12
P0420,0,非耕地,0.12,0.12,0.12
P0421,0,非耕地,0.12,0.12,0.12
P0422,0,非耕地,0.12,0.12,0.12
P0423,0,非耕地,0.12,0.12,0.12
P0424,0,非耕地,0.12,0.12,0.12
P0425,0,非耕地,0.12,0.12,0.12
P0426,0,非耕地,0.12,0.12,0.12
P0427,0,非耕地,0.12,0.12,0.12
P0428,0,非耕地,0.12,0.12,0.12
P0429,0,非耕地,0.12,0.12,0.12
P0430,0,非耕地,0.12,0.12,0.12
P0431,0,非耕地,0.12,0.12,0.12
P0432,0,非耕地,0.12,0.12,0.12
P0433,0,非耕地,0.12,0.12,0.12
P0434,0,非耕地,0.12,0.12,0.12
P0435,0,非耕地,0.12,0.12,0.12
P0436,0,非耕地,0.12,0.12,0.12
P0437,0,非耕地,0.12,0.12,0.12
P0438,0,非耕地,0.12,0.12,0.12
P0439,0,非耕地,0.12,0.12,0.12
P0440,0,非耕地,0.12,0.12,0.12
P0441,0,非耕地,0.12,0.12,0.12
P0442,0,非耕地,0.12,0.12,0.12
P0443,0,非耕地,0.12,0.12,0.12
P0444,0,非耕地,0.12,0.12,0.12
P0445,0,非耕地,0.12,0.12,0.12
P0446,0,非耕地,0.12,0.12,0.12
P0447,0,非耕地,0.12,0.12,0.12
P0448,0,非耕地,0.12,0.12,0.12
P0449,0,非耕地,0.12,0.12,0.12
P0450,0,非耕地,0.12,0.12,0.12
P0451,0,非耕地,0.12,0.12,0.12
P0452,0,非耕地,0.12,0.12,0.12
P0453,0,非耕地,0.12,0.12,0.12
P0454,0,非耕地,0.12,0.12,0.12
P0455,0,非耕地,0.12,0.12,0.12
P0456,0,非耕地,0.12,0.12,0.12
P0457,0,非耕地,0.12,0.12,0.12
P0458,0,非耕地,0.12,0.12,0.12
P0459,0,非耕地,0.12,0.12,0.12
P0460,0,非耕地,0.12,0.12,0.12
P0461,0,非耕地,0.12,0.12,0.12
P0462,0,非耕地,0.12,0.12,0.12
P0463,0,非耕地,0.12,0.12,0.12
P0464,0,非耕地,0.12,0.12,0.12
P0465,0,非耕地,0.12,0.12,0.12
P0466,0,非耕地,0.12,0.12,0.12
P0467,0,非耕地,0.12,0.12,0.12
P0468,0,非耕地,0.12,0.12,0.12
P0469,0,非耕地,0.12,0.12,0.12
P0470,0,非耕地,0.12,0.12,0.12
P0471,0,非耕地,0.12,0.12,0.12
P0472,0,非耕地,0.12,0.12,0.12
P0473,0,非耕地,0.12,0.12,0.12
P0474,0,非耕地,0.12,0.12,0.12
P0475,0,非耕地,0.12,0.12,0.12
P0476,0,非耕地,0.12,0.12,0.12
P0477,0,非耕地,0.12,0.12,0.12
P0478,0,非耕地,0.12,0.12,0.12
P0479,0,非耕地,0.12,0.12,0.12
P0480,0,非耕地,0.12,0.12,0.12
P0481,0,非耕地,0.12,0.12,0.12
P0482,0,非耕地,0.12,0.12,0.12
P0483,0,非耕地,0.12,0.12,0.12
P0484,0,非耕地,0.12,0.12,0.12
P0485,0,非耕地,0.12,0.12,0.12
P0486,0,非耕地,0.12,0.12,0.12
P0487,0,非耕地,0.12,0.12,0.12
P0488,0,非耕地,0.12,0.12,0.12
P0489,0,非耕地,0.12,0.12,0.12
P0490,0,非耕地,0.12,0.12,0.12
P0491,0,非耕地,0.12,0.12,0.12
P0492,0,非耕地,0.12,0.12,0.12
P0493,0,非耕地,0.12,0.12,0.12
P0494,0,非耕地,0.12,0.12,0.12
P0495,0,非耕地,0.12,0.12,0.12
P0496,0,非耕地,0.12,0.12,0.12
P0497,0,非耕地,0.12,0.12,0.12
P0498,0,非耕地,0.12,0.12,0.12
P0499,0,非耕地,0.12,0.12,0.12
P0500,0,非耕地,0.12,0.12,0.12
P0501,0,非耕地,0.12,0.12,0.12
P0502,0,非耕地,0.12,0.12,0.12
P0503,0,非耕地,0.12,0.12,0.12
P0504,0,非耕地,0.12,0.12,0.12
P0505,0,非耕地,0.12,0.12,0.12
P0506,0,非耕地,0.12,0.12,0.12
P0507,0,非耕地,0.12,0.12,0.12
P0508,0,非耕地,0.12,0.12,0.12
P0509,0,非耕地,0.12,0.12,0.12
P0510,0,非耕地,0.12,0.12,0.12
P0511,0,非耕地,0.12,0.12,0.12
P0512,0,非耕地,0.12,0.12,0.12
P0513,0,非耕地,0.12,0.12,0.12
P0514,0,非耕地,0.12,0.12,0.12
P0515,0,非耕地,0.12,0.12,0.12
P0516,0,非耕地,0.12,0.12,0.12
P0517,0,非耕地,0.12,0.12,0.12
P0518,0,非耕地,0.12,0.12,0.12
P0519,0,非耕地,0.12,0.12,0.12
P0520,0,非耕地,0.12,0.12,0.12
P0521,0,非耕地,0.12,0.12,0.12
P0522,0,非耕地,0.12,0.12,0.12
P0523,0,非耕地,0.12,0.12,0.12
P0524,0,非耕地,0.12,0.12,0.12
P0525,0,非耕地,0.12,0.12,0.12
P0526,0,非耕地,0.12,0.12,0.12
P0527,0,非耕地,0.12,0.12,0.12
P0528,0,非耕地,0.12,0.12,0.12
P0529,0,非耕地,0.12,0.12,0.12
P0530,0,非耕地,0.12,0.12,0.12
P0531,0,非耕地,0.12,0.12,0.12
P0532,0,非耕地,0.12,0.12,0.12
P0533,0,非耕地,0.12,0.12,0.12
P0534,0,非耕地,0.12,0.12,0.12
P0535,0,非耕地,0.12,0.12,0.12
P0536,0,非耕地,0.12,0.12,0.12
P0537,0,非耕地,0.12,0.12,0.12
P0538,0,非耕地,0.12,0.12,0.12
P0539,0,非耕地,0.12,0.12,0.12
P0540,0,非耕地,0.12,0.12,0.12
P0541,0,非耕地,0.12,0.12,0.12
P0542,0,非耕地,0.12,0.12,0.12
P0543,0,非耕地,0.12,0.12,0.12
P0544,0,非耕地,0.12,0.12,0.12
P0545,0,非耕地,0.12,0.12,0.12
P0546,0,非耕地,0.12,0.12,0.12
P0547,0,非耕地,0.12,0.12,0.12
P0548,0,非耕地,0.12,0.12,0.12
P0549,0,非耕地,0.12,0.12,0.12
P0550,0,非耕地,0.12,0.12,0.12
P0551,0,非耕地,0.12,0.12,0.12
P0552,0,非耕地,0.12,0.12,0.12
P0553,0,非耕地,0.12,0.12,0.12
P0554,0,非耕地,0.12,0.12,0.12
P0555,0,非耕地,0.12,0.12,0.12
P0556,0,非耕地,0.12,0.12,0.12
P0557,0,非耕地,0.12,0.12,0.12
P0558,0,非耕地,0.12,0.12,0.12
P0559,0,非耕地,0.12,0.12,0.12
P0560,0,非耕地,0.12,0.12,0.12
